iter	MultiClass
282	0.314450213
283	0.3142061426
284	0.3137775049
285	0.3135303932
286	0.3131429898
287	0.3126905141
288	0.3125357611
289	0.312049871
290	0.3117389471
291	0.311313131
292	0.3108942511
293	0.3101982661
294	0.3100763461
295	0.3098676612
296	0.3095262791
297	0.3092259721
298	0.3087549075
299	0.3082027719
300	0.3077864108
301	0.3073551636
302	0.3070263768
303	0.3066268502
304	0.3061982166
305	0.3059513554
306	0.305804323
307	0.3053919712
308	0.3049228568
309	0.3045840986
310	0.3042325715
311	0.3037311613
312	0.3035778074
313	0.3032690794
314	0.3028523961
315	0.3023747345
316	0.3020463485
317	0.3017932864
318	0.3013201182
319	0.301158191
320	0.3008769191
321	0.3003847708
322	0.3001498151
323	0.2999029346
324	0.2994326054
325	0.2992093094
326	0.2989333781
327	0.2987196228
328	0.2984370848
329	0.2980532378
330	0.2977367932
331	0.2974952812
332	0.2972236372
333	0.2970159466
334	0.2966248268
335	0.2963103464
336	0.2960442702
337	0.2958665939
338	0.2955332212
339	0.2951450979
340	0.2948618042
341	0.2944304605
342	0.2941645693
343	0.2939984049
344	0.2937734517
345	0.2934371748
346	0.2930554365
347	0.2927547321
348	0.2925090192
349	0.2919738668
350	0.2917265105
351	0.2913322777
352	0.290991656
353	0.2908030292
354	0.2905320835
355	0.2902889042
356	0.2900594118
357	0.2899636761
358	0.2897855086
359	0.2893869562
360	0.2892696085
361	0.288992865
362	0.2888245474
363	0.2884891827
364	0.288253376
365	0.2881071581
366	0.2878085007
367	0.2874557333
368	0.2871049398
369	0.2868092643
370	0.2866030918
371	0.286320707
372	0.2858868203
373	0.2854592607
374	0.2852221277
375	0.2847345469
376	0.2843687632
377	0.2841713221
378	0.2839055105
379	0.2834421122
380	0.2831510341
381	0.282840397
382	0.2826976262
383	0.2823477497
384	0.2820491218
385	0.2818306626
386	0.2816142488
387	0.281435734
388	0.2811784556
389	0.2809643484
390	0.2806923617
391	0.2805511723
392	0.2803721375
393	0.280083698
394	0.2797378242
395	0.2794635599
396	0.2791933204
397	0.2790410096
398	0.2785383596
399	0.2782912984
400	0.2780129533
401	0.2777692025
402	0.2775525554
403	0.2773272095
404	0.2771858681
405	0.2767816866
406	0.2764235689
407	0.276081741
408	0.2758247632
409	0.2755255465
410	0.275239639
411	0.2749914572
412	0.2744447731
413	0.2742399079
414	0.2739992665
415	0.2735527041
416	0.2733958742
417	0.2732049921
418	0.2729573311
419	0.2726278553
420	0.2723715308
421	0.2722888882
422	0.2718377467
423	0.2715069565
424	0.2710589336
425	0.27084362
426	0.2706439419
427	0.2703986153
428	0.2700935926
429	0.2699791136
430	0.2697480105
431	0.2693796846
432	0.2690910813
433	0.2688580131
434	0.2687393033
435	0.2685725953
436	0.268179796
437	0.2677633573
438	0.26752778
439	0.2671748199
440	0.2669614079
441	0.266636387
442	0.2663244857
443	0.2660975295
444	0.2658774313
445	0.2656131601
446	0.2654579839
447	0.2651321956
448	0.2649012542
449	0.2645901637
450	0.2644058498
451	0.2640492884
452	0.2637641595
453	0.2634787576
454	0.2633681698
455	0.2631838897
456	0.2628906862
457	0.2627056211
458	0.2623950014
459	0.2622790192
460	0.2619702003
461	0.2618374921
462	0.2616542637
463	0.2614860716
464	0.2612866985
465	0.2611989007
466	0.2610063718
467	0.2607890231
468	0.2604344022
469	0.2602948557
470	0.2602157192
471	0.259987047
472	0.2598067795
473	0.2596704788
474	0.2594618291
475	0.2593555557
476	0.2591206301
477	0.2589943851
478	0.2587503043
479	0.2585927197
480	0.2583592612
481	0.2582655921
482	0.2581613241
483	0.2578559117
484	0.2576918822
485	0.257528916
486	0.2573832646
487	0.2571994978
488	0.2568894405
489	0.2566562475
490	0.2565889434
491	0.2563248298
492	0.2561977546
493	0.2560652925
494	0.255814951
495	0.2556164154
496	0.2553531767
497	0.2549778411
498	0.2548509023
499	0.254677104
500	0.254438895
501	0.2542842264
502	0.253996806
503	0.2537343786
504	0.2534875429
505	0.2532548534
506	0.253042463
507	0.2528552944
508	0.25267242
509	0.2525240031
510	0.2522516448
511	0.2520181995
512	0.2518121166
513	0.2514350121
514	0.2513268704
515	0.251062661
516	0.2508277024
517	0.2506707322
518	0.2504623905
519	0.2503668681
520	0.2502211169
521	0.2500053067
522	0.2496460476
523	0.2493428384
524	0.2491524943
525	0.2487853846
526	0.2486559731
527	0.2483979143
528	0.2482454223
529	0.2480095185
530	0.2475676735
531	0.2472957407
532	0.2470652663
533	0.2469209523
534	0.2466663752
535	0.2464117727
536	0.2461692409
537	0.2460856409
538	0.2459019944
539	0.2457778594
540	0.2454745141
541	0.2451653079
542	0.2448423861
543	0.2446147595
544	0.2443752595
545	0.2440237847
546	0.2439067531
547	0.2437809538
548	0.2435818808
549	0.2433410546
550	0.2432351957
551	0.2430123513
552	0.242724533
553	0.2425656492
554	0.2423709129
555	0.2422590979
556	0.2421399983
557	0.2419172061
558	0.241741528
559	0.2415931513
560	0.2414280617
561	0.241263942
562	0.2411210571
563	0.240883966
564	0.240624717
565	0.240414502
566	0.240153675
567	0.2398893036
568	0.2397538641
569	0.2395421212
570	0.2394085752
571	0.2391228701
572	0.2390157591
573	0.2388324669
574	0.2386416493
575	0.238408112
576	0.2381718145
577	0.2380458422
578	0.2378631831
579	0.2375873513
580	0.2373360216
581	0.237109102
582	0.2369098045
583	0.2367196025
584	0.2365016984
585	0.236328897
586	0.2362832002
587	0.2361072008
588	0.2359404965
589	0.235832398
590	0.2357177867
591	0.2356397696
592	0.2354912477
593	0.2353629302
594	0.2351206898
595	0.2349934997
596	0.2346983049
597	0.2344495838
598	0.2340932943
599	0.2338660033
600	0.2336612963
601	0.2335169449
602	0.2334072019
603	0.2331732849
604	0.2330193593
605	0.2328469161
606	0.2326716002
607	0.232511193
608	0.2322751746
609	0.2321198579
610	0.2320064424
611	0.2318049555
612	0.2316284436
613	0.2314852055
614	0.231224319
615	0.2311001794
616	0.2308573977
617	0.2306693893
618	0.2304636717
619	0.2301878436
620	0.2299111182
621	0.2298066882
622	0.2296074603
623	0.2293815003
624	0.2292773162
625	0.2291369418
626	0.2289823813
627	0.2288414337
628	0.2286859071
629	0.2285456795
630	0.2284332456
631	0.2282364408
632	0.2280321424
633	0.2279143551
634	0.2278193535
635	0.2275781743
636	0.2273678162
637	0.2271302733
638	0.2268414012
639	0.2267437462
640	0.2266345905
641	0.2262999538
642	0.2261158566
643	0.2260018079
644	0.2258956023
645	0.2257977871
646	0.2257344864
647	0.2255400038
648	0.2254210089
649	0.2252006441
650	0.2250715571
651	0.2249748024
652	0.2248027961
653	0.2246903046
654	0.2246109648
655	0.2243198495
656	0.2241732029
657	0.2239783668
658	0.2237929784
659	0.2234878657
660	0.2233282149
661	0.2231306486
662	0.2229289833
663	0.2227890618
664	0.2226272642
665	0.2225708126
666	0.222432123
667	0.2222613934
668	0.2220970554
669	0.2219113418
670	0.2217164631
671	0.221626345
672	0.2214985043
673	0.2213011873
674	0.221187399
675	0.2210572638
676	0.2207866044
677	0.2206085896
678	0.2204554826
679	0.2203493786
680	0.2202393974
681	0.2200059242
682	0.2196978411
683	0.2195330151
684	0.2193331123
685	0.2192187717
686	0.2190351243
687	0.2188496322
688	0.2187082253
689	0.2185622308
690	0.2183941144
691	0.2182494823
692	0.2180581433
693	0.2178006898
694	0.2176352876
695	0.2175417941
696	0.2174201234
697	0.2173413732
698	0.2171086234
699	0.216893563
700	0.2167333394
701	0.2166309927
702	0.2164305733
703	0.216312008
704	0.2161057578
705	0.2159421185
706	0.2157024735
707	0.2155339621
708	0.2154621587
709	0.2152004809
710	0.2150927066
711	0.2149082009
712	0.2145465901
713	0.214467542
714	0.2143317405
715	0.2142104209
716	0.2141031841
717	0.2139031662
718	0.213695054
719	0.2134859225
720	0.2134272191
721	0.2132759505
722	0.2130108777
723	0.2128660668
724	0.2126974367
725	0.2124535938
726	0.2122781725
727	0.2121754539
728	0.2119616391
729	0.2118579097
730	0.2117336381
731	0.2116603976
732	0.2114952213
733	0.2112783948
734	0.2111203093
735	0.2109884282
736	0.2107268552
737	0.2105603473
738	0.2104643442
739	0.2103069155
740	0.2101338071
741	0.2099122249
742	0.2097739802
743	0.2095384947
744	0.2094124423
745	0.2091636458
746	0.2090267759
747	0.2088629147
748	0.2085835291
749	0.2083689402
750	0.2082473815
751	0.2081988643
752	0.2080309792
753	0.207876721
754	0.2077075313
755	0.2076020865
756	0.2074172042
757	0.2071103352
758	0.2070459592
759	0.2069072082
760	0.2068081514
761	0.2066433305
762	0.2064187433
763	0.2062600707
764	0.2061810362
765	0.2060796421
766	0.2059225973
767	0.2057614988
768	0.2055219564
769	0.2052829181
770	0.2051225144
771	0.2050023387
772	0.2048925471
773	0.2047403067
774	0.2046264979
775	0.2045188097
776	0.2044124447
777	0.2041413669
778	0.2038976814
779	0.2037375242
780	0.2036226912
781	0.2034209752
782	0.2032403392
783	0.2030201816
784	0.2027680011
785	0.2026954005
786	0.20242737
787	0.2023643741
788	0.2022448803
789	0.2021488874
790	0.2019397372
791	0.2018720938
792	0.201790449
793	0.2016953759
794	0.2015648083
795	0.2013816063
796	0.2012900261
797	0.2011570141
798	0.2010594397
799	0.2009789436
800	0.2008183188
801	0.2006207544
802	0.2004956494
803	0.2003977007
804	0.2000895428
805	0.1999558166
806	0.1998116706
807	0.1997470594
808	0.1996759576
809	0.1994678733
810	0.199377436
811	0.1991981938
812	0.1991084028
813	0.1989152211
814	0.1987256874
815	0.1985600506
816	0.1983605429
817	0.1981568089
818	0.1980471939
819	0.1979868938
820	0.1978937253
821	0.197762106
822	0.1976082318
823	0.1975039229
824	0.1973811956
825	0.1972704892
826	0.197072513
827	0.1969125112
828	0.1968508048
829	0.1967519502
830	0.1965426164
831	0.1963534623
832	0.1962556537
833	0.1960546609
834	0.1958507871
835	0.1956432839
836	0.1954421667
837	0.1953517988
838	0.1951706493
839	0.1950036757
840	0.1948805508
841	0.1946347841
842	0.1944100344
843	0.1943237548
844	0.1940923434
845	0.1939468112
846	0.1937722435
847	0.1937119692
848	0.1935576619
849	0.1934789676
850	0.1933501256
851	0.1931784332
852	0.192987019
853	0.1928752011
854	0.1927771182
855	0.1926879618
856	0.1925697557
857	0.1924509058
858	0.1922891515
859	0.1921529735
860	0.1920131384
861	0.1918732185
862	0.1917948638
863	0.1916321294
864	0.1914435542
865	0.1912682648
866	0.1911363552
867	0.1909455953
868	0.1908559692
869	0.1907068706
870	0.1906407267
871	0.1903804887
872	0.1902538746
873	0.1901207838
874	0.1900689962
875	0.1899885645
876	0.1899078564
877	0.1897257828
878	0.1895642822
879	0.1893969264
880	0.1892635254
881	0.1890581507
882	0.1889334761
883	0.1887435651
884	0.1887089855
885	0.1885317677
886	0.1883979534
887	0.1882959104
888	0.1882011467
889	0.1880884785
890	0.1879877602
891	0.1879048331
892	0.1878527461
893	0.1877641925
894	0.1875908623
895	0.1874931925
896	0.187431381
897	0.1872712744
898	0.1871063561
899	0.1870049284
900	0.1869218118
901	0.1868058773
902	0.1866959123
903	0.1865386087
904	0.1864688989
905	0.1863068055
906	0.1861695968
907	0.1860902266
908	0.1859088017
909	0.1858324257
910	0.1857534517
911	0.1856761361
912	0.1855566281
913	0.1853599944
914	0.1852709633
915	0.1851616965
916	0.1851143305
917	0.1850535685
918	0.1849613619
919	0.1848940225
920	0.1847882405
921	0.184745392
922	0.1846614901
923	0.1845458161
924	0.1844752943
925	0.1843244141
926	0.1842098904
927	0.184089503
928	0.1839773363
929	0.183853722
930	0.1837263142
931	0.1836232553
932	0.1834666791
933	0.1832761137
934	0.1831575451
935	0.183056009
936	0.1829626245
937	0.1828963022
938	0.1828055272
939	0.1827268141
940	0.1825212889
941	0.1823941043
942	0.1821770895
943	0.1820248988
944	0.181945084
945	0.181763527
946	0.1816579704
947	0.1815161384
948	0.1813486738
949	0.181250357
950	0.1811693402
951	0.1810496924
952	0.18090926
953	0.1808357866
954	0.1806641723
955	0.1805797425
956	0.180430389
957	0.1803277692
958	0.1802295909
959	0.1801330628
960	0.1800148943
961	0.1798246592
962	0.1797189663
963	0.1796669609
964	0.179531722
965	0.1794904274
966	0.1794292058
967	0.1793796336
968	0.1792080382
969	0.1791239554
970	0.1790383128
971	0.1789291858
972	0.1788510013
973	0.1788178701
974	0.1786532545
975	0.1785625449
976	0.1784019898
977	0.1782666607
978	0.1781240783
979	0.1780447497
980	0.1778491454
981	0.1777149411
982	0.1776174143
983	0.1775271798
984	0.1773830883
985	0.1772143449
986	0.1771223972
987	0.1770394207
988	0.1768479495
989	0.1767671781
990	0.1766589712
991	0.176527069
992	0.1763874725
993	0.1762355189
994	0.1761028664
995	0.1760550247
996	0.1759201713
997	0.1758398708
998	0.1757882644
999	0.1756544043
